[Header]
; VSM Data File (default extension .dat)
; Copyright (c) 2003-2013, Quantum Design, Inc. All rights reserved.
TITLE,PVDF+GdGeSi-2procent
FILEOPENTIME,608321.69,06/05/2018,1:03 pm
BYAPP,VSM,2.0,2.0
INFO,PPMS VSM Option Release 1.4.10 Build 3,APPNAME
INFO,Quantum Design Linear Motor Servo Controller,MOTOR_MODULE_NAME
INFO,3101-100 N0,MOTOR_HW_VERSION
INFO,MMC963,MOTOR_SERIAL_NUMBER
INFO,SRV No X-over 01.03.11,MOTOR_SOFTWARE_VERSION
INFO,Quantum Design VSM Detection Module,VSM_MODULE_NAME
INFO,3101-150 F0,VSM_HW_VERSION
INFO,VSM693,VSM_SERIAL_NUMBER
INFO,VSM No X-over 01.02.05 May 20 2008 13:51:47,VSM_SOFTWARE_VERSION
INFO,702,PREAMP_SERIAL_NUMBER
INFO,Quantum Design VSM Oven Module,OVEN_MODULE_NAME
INFO,unknown,OVEN_HW_VERSION
INFO,OVN299,OVEN_SERIAL_NUMBER
INFO,unknown,OVEN_SOFTWARE_VERSION
INFO,794,COIL_SERIAL_NUMBER
INFO,0,MOMENT_UNITS
INFO,RnAc5Mn5Nb,SAMPLE_MATERIAL
INFO,,SAMPLE_COMMENT
INFO,5.265143272970622,SAMPLE_MASS
INFO,,SAMPLE_VOLUME
INFO,,SAMPLE_MOLECULAR_WEIGHT
INFO,,SAMPLE_SIZE
INFO,,SAMPLE_SHAPE
DATATYPE,COMMENT,1
DATATYPE,TIME,2
STARTUPAXIS,X,2
STARTUPAXIS,Y1,5
[Data]
Comment,Time Stamp (sec),Temperature (K),Magnetic Field (Oe),Moment (emu),M. Std. Err. (emu)
,456.7205051994287,19.051059209059886,2000.191001537838,7.348596582728816e-05,7.987604981226974e-07
,466.6925140328266,19.953818158574833,2000.191001537838,6.9993740250972e-05,7.070074772825455e-07
,475.8434481235304,20.974487056955244,2000.191001537838,7.321101877791237e-05,7.177550860579644e-07
,475.9078176443904,22.0136184478741,2000.191001537838,6.987000113225456e-05,6.718269339639862e-07
,485.54580588843953,22.92780311135417,2000.191001537838,7.140837056452651e-05,7.361687687064589e-07
,487.01343364803336,24.049883061521665,2000.191001537838,7.097055205708481e-05,5.963911937570152e-07
,492.81119472986677,25.038652492504625,2000.191001537838,7.10260080386046e-05,7.720218265065718e-07
,501.9147163650947,25.92807459941332,2000.191001537838,7.086819865475329e-05,5.955310811323806e-07
,511.185623941017,27.034746854059904,2000.191001537838,7.24578912797013e-05,6.088898426865655e-07
,520.5585712784742,27.987121926510056,2000.191001537838,6.985515156879426e-05,6.528518838205071e-07
,522.8247003585349,28.97867616232364,2000.191001537838,7.112576397277554e-05,6.465978542979594e-07
,523.9003086494853,30.051739812246442,2000.191001537838,7.179472951552786e-05,6.970362088886199e-07
,524.6955631108208,31.0515144683408,2000.191001537838,6.993363789022097e-05,7.284753946898018e-07
,527.277274029434,32.02634243418694,2000.191001537838,7.116161796623804e-05,7.734958474591092e-07
,534.0644839486868,33.05299409734647,2000.191001537838,7.182239514859157e-05,7.980266127621286e-07
,541.9858421658633,34.050006440107616,2000.191001537838,7.16915672480835e-05,7.390883221451907e-07
,545.5459875961758,35.04065339266015,2000.191001537838,7.25076867873283e-05,7.632388082876664e-07
,550.9038113759527,36.03392808595167,2000.191001537838,7.301045519549338e-05,6.637314108681216e-07
sample offset = 34.54 mm touchdown = 9.32000018656254 mm,556.0148816341471,37.01348526407162,2000.191001537838,7.031720157572577e-05,6.571701081843529e-07
,558.7822299576059,37.993715761465204,2000.191001537838,7.002012199069772e-05,6.142115964096291e-07
,563.351889221149,38.95504711008211,2000.191001537838,7.214237808054907e-05,6.16601522055975e-07
,565.516554549892,39.982445637859946,2000.191001537838,6.848550059180384e-05,6.06066376918618e-07
,565.5577329264808,41.054725142203296,2000.191001537838,6.963215747620113e-05,7.253349737104284e-07
sample offset = 34.54 mm touchdown = 9.32000018656254 mm,567.3683910408348,42.038508321677995,2000.191001537838,7.112761465209356e-05,6.839193716547458e-07
,574.1097701185147,42.95967553761909,2000.191001537838,7.089704875364337e-05,6.16496076118638e-07
,579.4216222666528,43.97351409257271,2000.191001537838,6.942092108895013e-05,6.089554481486854e-07
,586.1963775292996,45.08011474793408,2000.191001537838,6.82298359216338e-05,6.755429299171664e-07
,593.855504923613,46.038592930038206,2000.191001537838,6.861051592792521e-05,6.726521169404433e-07
,598.9996300013851,46.98256036173291,2000.191001537838,6.841724366643201e-05,7.601915962936889e-07
,603.8553298878066,48.00220615103978,2000.191001537838,7.191974892222826e-05,7.26462110325538e-07
,607.5111094641376,49.01637946594663,2000.191001537838,7.107572658532825e-05,7.327394493332809e-07
,610.7592388916282,50.01268825298762,2000.191001537838,7.070873585074911e-05,7.770190752829573e-07
,615.8535879928613,51.08848118775816,2000.191001537838,7.004289542873029e-05,6.198486321126574e-07
,621.6836582591736,51.99097341655223,2000.191001537838,7.021683694792842e-05,7.391245994518781e-07
,631.6576797496423,52.995507708652035,2000.191001537838,6.910577285799735e-05,6.980381096767409e-07
,634.1008603464818,54.02680607004305,2000.191001537838,6.773431124672282e-05,6.390029362898379e-07
,640.0105872608749,54.94603988767601,2000.191001537838,6.860257537640863e-05,5.965441337079011e-07
,643.0568098816949,55.99025486343929,2000.191001537838,7.079437566368415e-05,6.156032666407317e-07
,643.8494031740424,56.98257781961975,2000.191001537838,6.960977212953512e-05,6.328161102685011e-07
,646.8552096564869,58.03100981611425,2000.191001537838,6.876247746036644e-05,5.778359450450961e-07
,655.0971440097055,58.953188144136,2000.191001537838,6.742936787680394e-05,7.173337008170632e-07
,660.6940814856968,60.01548340805215,2000.191001537838,6.393760506396922e-05,5.464752569570019e-07
,664.7698369582714,61.02463055817702,2000.191001537838,6.68013598685906e-05,5.61355965282274e-07
,668.6287889319623,62.05460845858824,2000.191001537838,6.586966598188661e-05,6.861423539779855e-07
,668.927066429067,62.9284383495492,2000.191001537838,6.78024386363293e-05,5.947582336520113e-07
sample offset = 34.54 mm touchdown = 9.32000018656254 mm,675.7233311705344,63.936947895113974,2000.191001537838,6.394414087694e-05,6.089918178756191e-07
,685.0000846006719,64.93576806196833,2000.191001537838,6.248611835033338e-05,6.186744391122117e-07
,686.8007828537288,65.97290753452582,2000.191001537838,6.691088362772143e-05,6.43373881035783e-07
,693.2554120267721,66.93184797971493,2000.191001537838,6.743848477734429e-05,5.864216067595155e-07
,698.1749293141677,68.05296505375883,2000.191001537838,6.418333590917192e-05,5.679941230900169e-07
,701.8629528806186,68.98001850274149,2000.191001537838,6.62653263972161e-05,6.079387742863863e-07
,708.8357300004762,70.00047356179626,2000.191001537838,6.59959626979928e-05,5.840350681238301e-07
,711.8485535792793,71.08110671853557,2000.191001537838,6.615503301818941e-05,7.269783848152683e-07
,721.4049725458419,71.87668473537732,2000.191001537838,6.660622792469288e-05,6.167243326360452e-07
,723.5429009733467,72.9485233336298,2000.191001537838,6.395813880086278e-05,5.81437625462389e-07
,730.3881654870871,74.03060342122224,2000.191001537838,6.555219774224154e-05,7.203538213433136e-07
,738.439043951647,74.98689041978335,2000.191001537838,6.427590383944349e-05,5.541026193055473e-07
,746.8278446702864,76.09307147897854,2000.191001537838,6.545252641751171e-05,7.037906066399109e-07
sample offset = 34.54 mm touchdown = 9.32000018656254 mm,747.5652612256381,76.96493631835928,2000.191001537838,6.315290842339739e-05,5.444216243396326e-07
,747.9867157443853,77.93884507679715,2000.191001537838,6.54823912889707e-05,6.821082425934448e-07
,749.0108523379421,79.08207357744269,2000.191001537838,6.0797897063460536e-05,5.19640145841543e-07
sample offset = 34.54 mm touchdown = 9.32000018656254 mm,752.9966863786029,79.94817088801962,2000.191001537838,6.193265502873766e-05,6.451318232160173e-07
,757.1688947457558,81.12865693637296,2000.191001537838,6.188769195130405e-05,6.726923038185222e-07
,764.207336639659,82.0989280489565,2000.191001537838,6.270372732501758e-05,6.02920455048246e-07
,765.4465888967579,82.99771959578757,2000.191001537838,6.34563642154089e-05,6.221212177981265e-07
,768.559631774809,84.01975880502587,2000.191001537838,6.140049858848948e-05,6.329948308091699e-07
,774.0981537669829,84.97740089483067,2000.191001537838,6.21956019128522e-05,6.411917722974454e-07
,781.8345117262982,86.05396352411528,2000.191001537838,6.048830875934906e-05,5.7064442225801e-07
,784.9687106524925,86.93152014670096,2000.191001537838,6.1012145947591636e-05,5.17052084301624e-07
,788.3070988587184,87.91524892817289,2000.191001537838,6.0639451309334305e-05,6.251489825704568e-07
,789.8794574336987,89.03318099899714,2000.191001537838,6.029196960855698e-05,6.414039320059253e-07
,798.9358493415968,89.99607971413226,2000.191001537838,6.247293541128667e-05,6.065333535076375e-07
,805.5703184641673,90.99164038621919,2000.191001537838,6.223851051781698e-05,6.162228764140295e-07
,811.7153190314305,92.05522423419215,2000.191001537838,5.8682398439859175e-05,5.433555411098072e-07
,812.5597075520081,93.04275581086662,2000.191001537838,5.8983843290595314e-05,5.839984484217358e-07
,816.0801681671081,93.95996152940297,2000.191001537838,5.92126986727078e-05,5.104542989026534e-07
,823.3912416695105,95.05124214984367,2000.191001537838,5.981906834092721e-05,5.981906834092721e-07
,826.927746391711,95.99571149276012,2000.191001537838,5.846162096039397e-05,5.266812699134592e-07
sample offset = 34.54 mm touchdown = 9.32000018656254 mm,834.5347992883213,96.96236130815035,2000.191001537838,5.833768358285374e-05,4.902326351500314e-07
,841.3154176874568,98.00288472593785,2000.191001537838,5.7490259236709105e-05,5.475262784448487e-07
,842.5619840193472,99.03675290139867,2000.191001537838,5.9041104118430694e-05,5.56991548287082e-07
,847.7402818491641,99.998736906521,2000.191001537838,5.901678041913435e-05,5.131893949489944e-07
,856.1462851001731,101.0330302959382,2000.191001537838,5.713421238637176e-05,4.88326601592921e-07
sample offset = 34.54 mm touchdown = 9.32000018656254 mm,856.3648609888119,102.05362773813299,2000.191001537838,5.788626311438932e-05,4.947543855930711e-07
,866.2233080361923,102.96927159351156,2000.191001537838,5.846521898020854e-05,6.154233576864057e-07
,866.7451055257095,104.03078613731822,2000.191001537838,5.478814767357857e-05,4.7641867542242236e-07
,873.481904913372,104.94721723594272,2000.191001537838,5.647863076278725e-05,5.229502848406227e-07
,879.1864440650402,105.98538634955447,2000.191001537838,5.8293802065675065e-05,6.201468304859049e-07
,881.3743865928407,107.06983851363785,2000.191001537838,5.752668507891618e-05,4.875142803297981e-07
,886.6861390537847,108.048322883454,2000.191001537838,5.823273574371764e-05,5.599301513819004e-07
,890.0126210852104,108.96742980659928,2000.191001537838,5.6940299405896614e-05,5.272249944990427e-07
,895.7947138290838,109.98711281074242,2000.191001537838,5.7238091755939635e-05,6.359787972882182e-07
,898.1429283509016,110.95333567272884,2000.191001537838,5.679797545326036e-05,5.071247808326818e-07
,905.9725144361721,112.0673906186303,2000.191001537838,5.305973749839973e-05,4.958853971813059e-07
,907.7739125227021,112.9986996012756,2000.191001537838,5.5542595940327133e-05,4.829790951332794e-07
,915.8837711771615,113.94528601999282,2000.191001537838,5.771378510410233e-05,4.890998737635791e-07
,921.833995415979,115.00899508275934,2000.191001537838,5.6471255776301386e-05,6.00758040173419e-07
,926.0793484139853,115.97361303890992,2000.191001537838,5.669285035752232e-05,5.613153500744784e-07
,935.9391858759277,117.02720651259092,2000.191001537838,5.24556473704574e-05,4.5220385664187415e-07
sample offset = 34.54 mm touchdown = 9.32000018656254 mm,936.1221363281402,117.96199338549094,2000.191001537838,5.5739617905913864e-05,5.867328200622512e-07
,940.700405131344,119.0120301191999,2000.191001537838,5.452203535686499e-05,4.620511470920762e-07
,945.1796296724268,119.9168546465841,2000.191001537838,5.560078628135378e-05,5.009079845167007e-07
,949.4551907065542,120.98451725285219,2000.191001537838,5.510324367143032e-05,4.964256186615344e-07
,955.5763857364412,121.93973834462368,2000.191001537838,5.185557527724653e-05,5.237936896691569e-07
sample offset = 34.54 mm touchdown = 9.32000018656254 mm,958.071732102446,122.97421187211724,2000.191001537838,5.3801854798660195e-05,4.5211642687949745e-07
,958.4164999953653,123.9539689479373,2000.191001537838,5.288528424278831e-05,5.748400461172642e-07
,967.3930697670954,125.01378920396763,2000.191001537838,5.477305863090975e-05,5.266640252972092e-07
,972.2647301981095,125.92528638671001,2000.191001537838,5.556558032456998e-05,4.7089474851330495e-07
,977.2383683452528,126.99437514917213,2000.191001537838,5.1726653067345244e-05,5.224914451246994e-07
,979.5457548789619,128.0291089257148,2000.191001537838,5.554944289868184e-05,5.004454315196563e-07
,981.5413190036608,129.06238552745623,2000.191001537838,5.3780359466946406e-05,4.519357938398858e-07
,987.4557760288365,129.9946691212664,2000.191001537838,5.17941305380637e-05,5.285115361026908e-07
,989.775093513909,130.9264090719117,2000.191001537838,5.3865696969193656e-05,4.941807061393913e-07
,998.2346329336639,132.04720187418957,2000.191001537838,5.459200700932249e-05,5.570612960134949e-07
,1002.2719118967492,133.13668612607069,2000.191001537838,5.2220915930364416e-05,4.4255013500308824e-07
,1003.8861103974242,134.02833364928347,2000.191001537838,5.147512354533165e-05,4.437510650459625e-07
,1008.1786976210683,135.01327810387681,2000.191001537838,5.471146499989062e-05,4.841722566362002e-07
,1012.7052911447615,135.9377490015647,2000.191001537838,5.047680742761631e-05,4.241748523329102e-07
,1020.7252849316184,136.987229224388,2000.191001537838,5.062787882371314e-05,5.219368950898262e-07
,1023.8551838287079,138.002237172926,2000.191001537838,5.15593165406169e-05,5.485033674533713e-07
,1024.583515723115,138.9336991072685,2000.191001537838,5.251492688560322e-05,5.148522243686591e-07
,1029.1166513821413,140.0023084538128,2000.191001537838,5.068085455010456e-05,5.119278237384298e-07
,1036.662812248473,140.9086857440441,2000.191001537838,4.985778388399266e-05,5.304019562126879e-07
,1045.0411420887353,142.00801655791153,2000.191001537838,4.8575868866236386e-05,4.337131148771106e-07
,1047.4502021885764,142.98317493418247,2000.191001537838,5.205999804642904e-05,5.367010107879283e-07
,1050.3961645201923,143.97162830461437,2000.191001537838,5.0522624611277016e-05,5.432540280782475e-07
,1054.827058800664,145.01357699789668,2000.191001537838,4.940289229739255e-05,4.750278105518514e-07
,1058.9565567151478,145.96885928917942,2000.191001537838,4.9807586572431604e-05,5.473361161805671e-07
,1068.261244170468,146.91088602074092,2000.191001537838,4.8402050017851e-05,5.378005557539e-07
,1077.0930370102315,148.00928958418015,2000.191001537838,4.720985795908232e-05,4.628417446968855e-07
,1083.164738944832,148.9896715837488,2000.191001537838,4.793409661166022e-05,4.438342278857428e-07
,1083.555676872403,150.0138455553969,2000.191001537838,5.13931569391093e-05,5.586212710772749e-07
,1089.6890898829458,150.97297993114267,2000.191001537838,4.837816411899517e-05,5.20195313107475e-07
,1096.4255836806547,151.9742835209964,2000.191001537838,4.974970071671156e-05,4.606453770065885e-07
,1103.305573083877,153.0309425484997,2000.191001537838,4.977196144962696e-05,4.92791697521059e-07
,1105.0521428273878,154.04252965351225,2000.191001537838,4.9507384782386243e-05,5.211303661303815e-07
,1108.486478059262,155.02525041997418,2000.191001537838,4.844899438769231e-05,5.046770248717949e-07
sample offset = 34.54 mm touchdown = 9.32000018656254 mm,1108.9288451366183,155.95698541608573,2000.191001537838,4.901645756139161e-05,5.214516761850171e-07
,1109.1541659071738,157.0969424592438,2000.191001537838,5.013879069482611e-05,4.517008170705055e-07
,1110.739609971725,158.00512533566322,2000.191001537838,5.174064504192854e-05,5.563510219562209e-07
,1112.144349512578,159.0110723085945,2000.191001537838,4.9510205488243654e-05,4.160521469600307e-07
,1118.2177390600161,159.99964718879312,2000.191001537838,5.171826926457808e-05,5.444028343639797e-07
,1126.974326702218,161.06267163553068,2000.191001537838,4.9865808222125366e-05,5.249032444434249e-07
,1134.7314638750784,162.12190443290285,2000.191001537838,4.982314577887213e-05,5.08399446723185e-07
,1137.5246348044748,162.95552533022123,2000.191001537838,4.662448586348664e-05,3.918024022141735e-07
,1143.1644168927564,163.93466711839685,2000.191001537838,4.9074032530322706e-05,5.165687634770811e-07
,1150.9088106358943,165.06046788735998,2000.191001537838,4.840958606592688e-05,5.378842896214098e-07
,1158.994154704774,165.91914578239823,2000.191001537838,4.9995595908434365e-05,5.375870527788641e-07
,1165.3060311956178,166.9828207397769,2000.191001537838,4.686409482278025e-05,5.207121646975583e-07
,1172.9123707492695,168.00410339020405,2000.191001537838,4.6955553704397735e-05,4.3883695050839005e-07
,1181.749903871848,169.0781937905207,2000.191001537838,4.8648498960070675e-05,5.015309171141307e-07
,1186.0075682287054,169.9909629678499,2000.191001537838,4.6130220625797424e-05,4.805231315187231e-07
sample offset = 34.54 mm touchdown = 9.32000018656254 mm,1193.532936717983,171.04358454386474,2000.191001537838,4.714312422698485e-05,4.285738566089532e-07
,1203.3041069755611,172.017018962375,2000.191001537838,4.3185185445394454e-05,4.4066515760606583e-07
,1204.5667449946739,173.0864048562311,2000.191001537838,4.6051454420500506e-05,4.4710149922816025e-07
,1205.8421459285514,173.9795328509492,2000.191001537838,4.725836121951832e-05,5.02748523611897e-07
sample offset = 34.54 mm touchdown = 9.32000018656254 mm,1215.8381428077435,175.0182055420582,2000.191001537838,4.646143458225375e-05,5.105652151896016e-07
,1220.6090920289093,176.01522791841023,2000.191001537838,4.8831093385264664e-05,4.3599190522557737e-07
,1226.8753836305464,176.92230097018972,2000.191001537838,4.782046338494348e-05,4.269684230798525e-07
sample offset = 34.54 mm touchdown = 9.32000018656254 mm,1227.927179697627,178.01783670754904,2000.191001537838,4.618200620841551e-05,4.051053176176799e-07
,1231.1705885792817,178.92980786412815,2000.191001537838,4.4085691239382244e-05,4.898410137709138e-07
,1238.5048498758802,180.17322193496145,2000.191001537838,4.619397680422215e-05,4.237979523323133e-07
,1247.4865844574058,180.9852164568229,2000.191001537838,4.710539476784735e-05,5.120151605200799e-07
,1250.0931308470388,181.92942436259247,2000.191001537838,4.688563184333701e-05,5.209514649259668e-07
,1255.7869836131745,183.06728212646033,2000.191001537838,4.787206886616316e-05,4.126902488462341e-07
,1260.2984944956372,184.1693303803219,2000.191001537838,4.581067341100789e-05,4.925878861398698e-07
,1264.301842847517,185.01735156992152,2000.191001537838,4.499161376786255e-05,4.786341890198144e-07
,1273.8724258974698,185.94859166499663,2000.191001537838,4.728499916919528e-05,5.196153754856625e-07
,1277.8158647344785,187.00061299451266,2000.191001537838,4.335867782966832e-05,4.51652894059045e-07
,1287.7997270826322,187.98193897853307,2000.191001537838,4.3644816540847216e-05,4.3212689644403183e-07
,1289.8303291559287,188.9700714066584,2000.191001537838,4.3955421340309175e-05,4.107983302832633e-07
sample offset = 34.54 mm touchdown = 9.32000018656254 mm,1297.9477440043345,189.93060199045618,2000.191001537838,4.591994072623747e-05,4.638377851135098e-07
,1305.3629223536361,190.98008561124357,2000.191001537838,4.40596133216606e-05,4.196153649681962e-07
,1315.197916038633,191.88711817501186,2000.191001537838,4.4563160704822605e-05,4.284919298540635e-07
,1321.0051915583022,192.9808443605993,2000.191001537838,4.501147052135587e-05,4.0188812965496314e-07
,1324.8943171421029,194.02277379844776,2000.191001537838,4.356012271544045e-05,4.734795947330484e-07
,1331.518595363877,195.03203811810573,2000.191001537838,4.420884855935595e-05,3.947218621371067e-07
,1331.5278307022536,195.94126693581944,2000.191001537838,4.5616255776019605e-05,4.386178440001885e-07
,1340.8881410015183,197.02243558862713,2000.191001537838,4.389810910805666e-05,4.261952340588025e-07
,1348.6769221421432,198.07273196252245,2000.191001537838,4.448131801656542e-05,4.6822440017437287e-07
,1353.6921220782122,199.0120867819155,2000.191001537838,4.466634930706051e-05,4.3790538536333835e-07
,1359.9557483689055,199.89097450396673,2000.191001537838,4.2407258785813026e-05,4.0006847911144365e-07
sample offset = 34.54 mm touchdown = 9.32000018656254 mm,1364.1785179920657,201.05951076672577,2000.191001537838,4.593133936351695e-05,5.103482151501883e-07
sample offset = 34.54 mm touchdown = 9.32000018656254 mm,1368.6544212417891,202.02507422301946,2000.191001537838,4.445080238399198e-05,3.899193191578244e-07
,1376.6594462750973,202.90202417402548,2000.191001537838,4.017015958545465e-05,4.273421232495176e-07
,1378.5290858134433,204.02217435722778,2000.191001537838,4.409583486658086e-05,4.199603320626749e-07
,1381.3137036065466,204.92587047068838,2000.191001537838,4.349154680278875e-05,3.848809451574226e-07
,1388.82553928787,206.038362189548,2000.191001537838,4.349680197264983e-05,4.182384805062483e-07
,1390.4873617138126,207.04812646268562,2000.191001537838,4.086798401947842e-05,4.4909872548877385e-07
,1399.3650864593124,207.97740346338244,2000.191001537838,4.2966714918354404e-05,4.620076872941334e-07
,1408.5154114106444,208.9417935170859,2000.191001537838,4.28773670299534e-05,4.7641518922170446e-07
,1418.4626915067693,209.91978831319094,2000.191001537838,4.4119737647112855e-05,3.7389608175519367e-07
,1424.333819006058,211.00946297414507,2000.191001537838,4.2415795517618684e-05,4.512318672087094e-07
,1424.7475173988387,211.96847661289522,2000.191001537838,4.1623771312852365e-05,4.002285703158881e-07
,1431.3408869308787,213.04694101076865,2000.191001537838,4.418505462833447e-05,4.555160270962316e-07
,1432.5446910963267,213.99092021629605,2000.191001537838,4.117311512881604e-05,3.921249059887242e-07
,1433.023739057166,214.9639473899002,2000.191001537838,4.358985648486803e-05,3.72562875939043e-07
,1440.8517546056737,216.04115411578923,2000.191001537838,4.12483858206468e-05,4.532789650620528e-07
sample offset = 34.54 mm touchdown = 9.32000018656254 mm,1445.9034836310768,216.99985308308501,2000.191001537838,4.0386118981925396e-05,3.481561981200465e-07
,1450.2307530826633,217.99758660005003,2000.191001537838,4.315360990929885e-05,4.230746069539103e-07
,1458.9731039252897,218.9755048439464,2000.191001537838,4.1807226958643504e-05,4.058954073654709e-07
,1459.905754543688,219.93570856812605,2000.191001537838,4.1186015188549415e-05,4.0778232859949915e-07
,1462.12908875014,221.0416614987665,2000.191001537838,3.949664727644047e-05,4.0302701302490276e-07
sample offset = 34.54 mm touchdown = 9.32000018656254 mm,1471.8973749496834,221.96976217227834,2000.191001537838,4.2088411387887786e-05,3.933496391391382e-07
,1477.11567919046,222.8948764686406,2000.191001537838,4.314496973154892e-05,3.8869342100494523e-07
sample offset = 34.54 mm touchdown = 9.32000018656254 mm,1477.893684703772,224.0336688701809,2000.191001537838,4.349170125879508e-05,3.883187612392418e-07
,1478.7173925288423,224.9775293405919,2000.191001537838,4.1268322475898285e-05,3.6200282873594984e-07
,1480.822838186792,226.0394570488511,2000.191001537838,4.0140608241591776e-05,3.4017464611518454e-07
,1483.1109067086868,226.94807985266468,2000.191001537838,4.2298224837828965e-05,3.6781065076373015e-07
,1492.4098552739085,228.10391051603412,2000.191001537838,3.808900039086715e-05,3.431441476654698e-07
,1494.4895879197738,228.9572481708625,2000.191001537838,3.969317563944707e-05,4.4103528488274526e-07
,1499.4770276402446,230.04648950927393,2000.191001537838,4.1636306081124455e-05,4.00349096933889e-07
,1499.5689221057025,231.06984281951205,2000.191001537838,3.983820380249086e-05,4.3778245936803144e-07
,1507.6841205167875,231.95128967161446,2000.191001537838,4.059442242747518e-05,3.411296002308839e-07
,1510.0030883035222,233.02407363771857,2000.191001537838,4.0138720063888934e-05,4.410848358669114e-07
,1511.849927309502,234.04957300414986,2000.191001537838,4.159759114803473e-05,3.9243010517013894e-07
,1518.50399571475,234.99310489461186,2000.191001537838,4.1043767290137175e-05,4.510304097817272e-07
,1518.854594198999,235.9917805090429,2000.191001537838,4.241165902205184e-05,4.11763679825746e-07
,1519.8862845165402,237.10860355038943,2000.191001537838,4.118430489853648e-05,3.9223147522415696e-07
,1525.8877282032863,238.03625281407196,2000.191001537838,3.9159195494670544e-05,3.465415530501818e-07
,1533.97130613854,239.0235891635845,2000.191001537838,3.771363503447674e-05,3.4920032439330317e-07
,1539.6174940764506,240.01028833432466,2000.191001537838,4.0334092039783236e-05,3.734638151831781e-07
,1543.1172849831541,240.9861634276777,2000.191001537838,4.0735580492252156e-05,3.7032345902047416e-07
,1543.1790756392465,241.9985903666534,2000.191001537838,4.07344706340511e-05,4.5260522926723443e-07
,1548.733161587583,243.07969239251943,2000.191001537838,3.839849390898318e-05,3.958607619482802e-07
sample offset = 34.54 mm touchdown = 9.32000018656254 mm,1557.152442198082,243.96428958034943,2000.191001537838,4.136375279524175e-05,3.5054027792577754e-07
,1558.0663683902455,244.99083538026656,2000.191001537838,3.9829754104886874e-05,3.347038160074527e-07
,1567.9971108042246,246.00218926103582,2000.191001537838,3.729967987279001e-05,3.656831360077452e-07
,1573.1722728495224,246.95202499656722,2000.191001537838,4.1853272708221165e-05,3.839749789745061e-07
